url,date,auth_used,tanggal,kategori,platform,analisis_pelanggaran,dasar_hukum,analisis_dampak,verifikasi,keterangan,screen_capture,source_sheet,name file,id,video_path,exist
https://www.facebook.com/reel/4123019804633671,6 September 2025,False,2025-09-06,Ujaran Kebencian,Facebook,"Ditemukan sebuah akun Facebook dengan nama pengguna Andri Satria Wicaksana yang mengunggah video yang berisi ajakan untuk melakukan demo di pelabuhan dan bandara. Narasi yang dibuat oleh akun Facebook tersebut bersifat provokatif dan tindakan tersebut tergolong melanggar hukum karena ajakan demonstrasi lokasi dimaksud merupakan area yang dilarang digunakan sebagai tempat unjuk rasa dan berpotensi menimbulkan kegaduhan, gangguan keamanan, dan mengganggu stabilitas negara. Penyebaran informasi yang mengandung unsur provokasi provokatif berupa ajakan demonstrasi di objek vital disertai tindakan melanggar hukum yang berpotensi menimbulkan kegaduhan, mengganggu keamanan, serta mengancam stabilitas negara.



























","Undang-Undang Nomor 1 Tahun 2024 tentang Perubahan Kedua Atas Undang-Undang Nomor 11 Tahun 2008 tentang Informasi dan Transaksi Elektronik pada Pasal 28 ayat (3) dan Pasal 45A ayat (3), Pasal 28 ayat (2) dan Pasal 45A ayat (2) serta Undang-Undang KUHP pasal 160, 170, dan 187","Munculnya akun dan/atau konten provokatif seperti ajakan untuk melakukan demo di tempat vital berpotensi menyebabkan meningkatkan persebaran manipulasi dan disinformasi, menimbulkan kegaduhan di publik, ruang menciptakan polarisasi sosial, meningkatkan ketegangan sosial yang berdampak pada gangguan keamanan dan ketertiban masyarakat serta mengganggu stabilitas dan integrasi nasional.
Munculnya akun dan/atau konten provokatif seperti ajakan untuk melakukan demo di tempat vital berpotensi menyebabkan meningkatkan persebaran manipulasi dan disinformasi, menimbulkan kegaduhan di publik, ruang menciptakan polarisasi sosial, meningkatkan ketegangan sosial yang berdampak pada gangguan keamanan dan ketertiban masyarakat serta mengganggu stabilitas dan integrasi nasional.
",Sudah Verifikasi,Tanggal 6 September 2025,https://lh7-rt.googleusercontent.com/sheetsz/AHOq17EPlE4OmMbaQUl_1UBtcf0KQIGCDUVtZ5ZeFUjh_wFcgUuLWUbKOlLCfnLJXMYKgegSSiGy1hQyNlPga8VUK7skZ7RSFDF5DFEjigSoK07lWGuRR3QOs5veS9xngfQpMvln8EjT46wlo2xXnMmY8KyEi5yQDzeaplFjFYCe5DvQuRw?key=rRLgx_V9zvLVaDip_nRkNQ,Sheet1,4123019804633671.0,4123019804633671,videos/4123019804633671.mp4,True
https://www.tiktok.com/@tuanmudatiro/video/7546594594968898834?_r=1&_t=ZS-8zUXYRYN4at,6 September 2025,False,2025-09-06,Ujaran Kebencian,TikTok,Akun tersebut mengunggah narasi separatisme Aceh dengan RI.,Undang-Undang Nomor 1 Tahun 2024 tentang Perubahan Kedua Atas Undang-Undang Nomor 11 Tahun 2008 tentang Informasi dan Transaksi Elektronik pada Pasal 28 ayat (2) dan Pasal 45A ayat (2),"Munculnya akun dan/atau konten provokatif seperti ajakan untuk melakukan demo di tempat vital berpotensi menyebabkan meningkatkan persebaran manipulasi dan disinformasi, menimbulkan kegaduhan di publik, ruang menciptakan polarisasi sosial, meningkatkan ketegangan sosial yang berdampak pada gangguan keamanan dan ketertiban masyarakat serta mengganggu stabilitas dan integrasi nasional.
Munculnya akun dan/atau konten provokatif seperti ajakan untuk melakukan demo di tempat vital berpotensi menyebabkan meningkatkan persebaran manipulasi dan disinformasi, menimbulkan kegaduhan di publik, ruang menciptakan polarisasi sosial, meningkatkan ketegangan sosial yang berdampak pada gangguan keamanan dan ketertiban masyarakat serta mengganggu stabilitas dan integrasi nasional.
",Sudah Verifikasi,,https://lh7-rt.googleusercontent.com/sheetsz/AHOq17H17VlhJ1dZUodYH7MIkQt4KTt2q6iWpzhqQU1ERbuETtRmyZYcvYDGoFn_q6Qu0fcr1_x6_JQszuEPa-k4Ofi8zxyk3c4RTFfI9lXkzus8NCDq9A_JTwAY9LXzX4tqW0rwNvIs_nT2S6mQRq7AzPF3AqBdywyP3g21duAoqUjZsRI?key=rRLgx_V9zvLVaDip_nRkNQ,Sheet1,7.546594594968899e+18,7546594594968898834,videos/7546594594968898834.mp4,True
https://www.tiktok.com/@oposisi.a2/video/7544238308117892370?_r=1&_t=ZS-8zUA803auCm,6 September 2025,False,2025-09-06,Ujaran Kebencian,TikTok,Akun tersebut membuat unggahan berupa ajakan untuk melakukan unjuk rasa dan dapat memicu kekerasan dan kerusuhan.,"Kitab Undang-Undang Hukum Pidana (KUHP) 1) Pasal 160 KUHP Dijelaskan mengenai perbuatan seseorang yang menghasut untuk melakukan tindak pidana, yaitu: ""Barang siapa dengan sengaja menggerakkan orang lain untuk melakukan perbuatan pidana, dihukum dengan pidana penjara paling lama enam tahun.""",Ajakan ini dapat memicu tindakan kekerasan dan perusakan fasilitas. Konten ajakan melakukan penjarahan juga dapat memicu kericuhan di ruang publik.,Sudah Verifikasi,,https://lh7-rt.googleusercontent.com/sheetsz/AHOq17G5i6LwmPPcH7hoxZ15q8X_H-EWzBdmekHPYeegC_Cs8YbNDU5uUtiaEIbtM-jQad_u3LByYd1YXLGRr81YpfRvi28vt7KPLwoWQoqb5GvGiphxadhY2WOysCXxDEfbyU1OpAkGwTDZdQhb-8LSHQLdNqk4dUbtusgtHx_1oODxpl8?key=rRLgx_V9zvLVaDip_nRkNQ,Sheet2,7.544238308117892e+18,7544238308117892370,videos/7544238308117892370.mp4,True
https://x.com/myshawti/status/1963936642399416422,7 September 2025,False,2025-09-07,Ujaran Kebencian,Twitter/X,"Sebuah akun mengunggah video dengan narasi Polisi membunuh masyarakat yang melakukan aksi demo.
Penyebaran informasi yang mengandung unsur provokasi dan ancaman kekerasan telah melanggar UU Nomor 1 Tahun 2024 tentang Informasi dan Transaksi Elektronik pada Pasal 28 ayat (2), 28 ayat (3), Pasal 45A ayat (2), dan Pasal 45A ayat (3)","Undang-Undang Nomor 1 Tahun 2024 tentang Perubahan Kedua Atas Undang-Undang Nomor 11 Tahun 2008 tentang Informasi dan Transaksi Elektronik pada Pasal 28 ayat (3) dan Pasal 45A ayat (3), Pasal 28 ayat (2) dan Pasal 45A ayat (2)","Munculnya akun dan/atau konten provokatif seperti ajakan untuk melakukan demo di tempat vital berpotensi menyebabkan meningkatkan persebaran manipulasi dan disinformasi, menimbulkan kegaduhan di publik, ruang menciptakan polarisasi sosial, meningkatkan ketegangan sosial yang berdampak pada gangguan keamanan dan ketertiban masyarakat serta mengganggu stabilitas dan integrasi nasional.
",Sudah Verifikasi,Tanggal 6 September 2025,,Sheet 1,1.9639361876280402e+18,1963936187628040194,videos/1963936187628040194.mp4,True
https://www.facebook.com/share/v/1EiFdB8Wm2/,7 September 2025,False,2025-09-07,Ujaran Kebencian,Facebook,"Konten provokasi menampilkan video pengamanan demonstrasi disertai narasi polisi menembak masyarakat.
Penyebaran informasi yang mengandung unsur provokasi dan ancaman kekerasan telah melanggar UU Nomor 1 Tahun 2024 tentang Informasi dan Transaksi Elektronik pada Pasal 28 ayat (2), 28 ayat (3), Pasal 45A ayat (2), dan Pasal 45A ayat (3) serta Undang-Undang KUHP pasal 160, 170, dan 187","Undang-Undang Nomor 1 Tahun 2024 tentang Perubahan Kedua Atas Undang-Undang Nomor 11 Tahun 2008 tentang Informasi dan Transaksi Elektronik pada Pasal 28 ayat (3) dan Pasal 45A ayat (3), Pasal 28 ayat (2) dan Pasal 45A ayat (2) serta Undang-Undang KUHP pasal 160, 170, dan 187","Munculnya akun dan/atau konten provokatif seperti ajakan untuk melakukan demo di tempat vital berpotensi menyebabkan meningkatkan persebaran manipulasi dan disinformasi, menimbulkan kegaduhan di publik, ruang menciptakan polarisasi sosial, meningkatkan ketegangan sosial yang berdampak pada gangguan keamanan dan ketertiban masyarakat serta mengganggu stabilitas dan integrasi nasional.
",Sudah Verifikasi,Tanggal 6 September 2025,,Sheet 1,1123510209221879.0,1123510209221879,videos/1123510209221879.mp4,True
https://x.com/BradHarizz/status/1963259496584618494,7 September 2025,False,2025-09-07,Ujaran Kebencian,Twitter/X,"Konten provokasi dan meresahkan dengan menyatakan bangsa Indonesia di ambang kehancuran.
Penyebaran informasi yang mengandung unsur provokasi dan ancaman kekerasan telah melanggar UU Nomor 1 Tahun 2024 tentang Informasi dan Transaksi Elektronik pada Pasal 28 ayat (2), 28 ayat (3), Pasal 45A ayat (2), dan Pasal 45A ayat (3) serta Undang-Undang KUHP pasal 160, 170, dan 187","Undang-Undang Nomor 1 Tahun 2024 tentang Perubahan Kedua Atas Undang-Undang Nomor 11 Tahun 2008 tentang Informasi dan Transaksi Elektronik pada Pasal 28 ayat (3) dan Pasal 45A ayat (3), Pasal 28 ayat (2) dan Pasal 45A ayat (2) serta Undang-Undang KUHP pasal 160, 170, dan 187","Munculnya akun dan/atau konten provokatif seperti ajakan untuk melakukan demo di tempat vital berpotensi menyebabkan meningkatkan persebaran manipulasi dan disinformasi, menimbulkan kegaduhan di publik, ruang menciptakan polarisasi sosial, meningkatkan ketegangan sosial yang berdampak pada gangguan keamanan dan ketertiban masyarakat serta mengganggu stabilitas dan integrasi nasional.
",Sudah Verifikasi,Tanggal 6 September 2025,,Sheet 1,1.9632592497374659e+18,1963259249737465857,videos/1963259249737465857.mp4,True
https://www.tiktok.com/@indonesianews20/video/7544969668491070726?_r=1&_t=ZS-8zVouNecas1,7 September 2025,True,2025-09-07,Ujaran Kebencian,TikTok,"Konten provokasi dengan narasi palsu terdapat tim sniper yang bersiaga sebelum melakukan penembakan massa pada aksi demo.
Penyebaran informasi yang mengandung unsur provokasi dan ancaman kekerasan telah melanggar UU Nomor 1 Tahun 2024 tentang Informasi dan Transaksi Elektronik pada Pasal 28 ayat (2), 28 ayat (3), Pasal 45A ayat (2), dan Pasal 45A ayat (3) serta Undang-Undang KUHP pasal 160, 170, dan 187","Undang-Undang Nomor 1 Tahun 2024 tentang Perubahan Kedua Atas Undang-Undang Nomor 11 Tahun 2008 tentang Informasi dan Transaksi Elektronik pada Pasal 28 ayat (3) dan Pasal 45A ayat (3), Pasal 28 ayat (2) dan Pasal 45A ayat (2)","Munculnya akun dan/atau konten provokatif seperti ajakan untuk melakukan demo di tempat vital berpotensi menyebabkan meningkatkan persebaran manipulasi dan disinformasi, menimbulkan kegaduhan di publik, ruang menciptakan polarisasi sosial, meningkatkan ketegangan sosial yang berdampak pada gangguan keamanan dan ketertiban masyarakat serta mengganggu stabilitas dan integrasi nasional.
",Sudah Verifikasi,Tanggal 6 September 2025,,Sheet 1,7.54496966849107e+18,7544969668491070726,videos/7544969668491070726.mp4,True
https://vt.tiktok.com/ZSATTqnJ2/,7 September 2025,False,2025-09-07,Ujaran Kebencian,TikTok,"Konten provokasi berupa ajakan untuk membubarkan DPR. 
Penyebaran informasi yang mengandung unsur provokasi dan ancaman kekerasan telah melanggar UU Nomor 1 Tahun 2024 tentang Informasi dan Transaksi Elektronik pada Pasal 28 ayat (2), 28 ayat (3), Pasal 45A ayat (2), dan Pasal 45A ayat (3) serta Undang-Undang KUHP pasal 160, 170, dan 187","Undang-Undang Nomor 1 Tahun 2024 tentang Perubahan Kedua Atas Undang-Undang Nomor 11 Tahun 2008 tentang Informasi dan Transaksi Elektronik pada Pasal 28 ayat (3) dan Pasal 45A ayat (3), Pasal 28 ayat (2) dan Pasal 45A ayat (2)","Munculnya akun dan/atau konten provokatif seperti ajakan untuk melakukan demo di tempat vital berpotensi menyebabkan meningkatkan persebaran manipulasi dan disinformasi, menimbulkan kegaduhan di publik, ruang menciptakan polarisasi sosial, meningkatkan ketegangan sosial yang berdampak pada gangguan keamanan dan ketertiban masyarakat serta mengganggu stabilitas dan integrasi nasional.
",Sudah Verifikasi,Tanggal 7 September 2025,,Sheet 1,7.54715443319751e+18,7547154433197509894,videos/7547154433197509894.mp4,True
https://vt.tiktok.com/ZSATwkKJh/,7 September 2025,False,2025-09-07,Ujaran Kebencian,TikTok,"Konten provokasi berupa ajakan untuk membubarkan DPR. 
Penyebaran informasi yang mengandung unsur provokasi dan ancaman kekerasan telah melanggar UU Nomor 1 Tahun 2024 tentang Informasi dan Transaksi Elektronik pada Pasal 28 ayat (2), 28 ayat (3), Pasal 45A ayat (2), dan Pasal 45A ayat (3) serta Undang-Undang KUHP pasal 160, 170, dan 187","Undang-Undang Nomor 1 Tahun 2024 tentang Perubahan Kedua Atas Undang-Undang Nomor 11 Tahun 2008 tentang Informasi dan Transaksi Elektronik pada Pasal 28 ayat (3) dan Pasal 45A ayat (3), Pasal 28 ayat (2) dan Pasal 45A ayat (2)","Munculnya akun dan/atau konten provokatif seperti ajakan untuk melakukan demo di tempat vital berpotensi menyebabkan meningkatkan persebaran manipulasi dan disinformasi, menimbulkan kegaduhan di publik, ruang menciptakan polarisasi sosial, meningkatkan ketegangan sosial yang berdampak pada gangguan keamanan dan ketertiban masyarakat serta mengganggu stabilitas dan integrasi nasional.
",Sudah Verifikasi,Tanggal 7 September 2025,,Sheet 1,7.546825881193319e+18,7546825881193319736,videos/7546825881193319736.mp4,True
https://vt.tiktok.com/ZSATwudR9/,7 September 2025,False,2025-09-07,Ujaran Kebencian,TikTok,"Konten provokasi berupa ajakan aksi demonstrasi tanpa informasi yang jelas
Penyebaran informasi yang mengandung unsur provokasi dan ancaman kekerasan telah melanggar UU Nomor 1 Tahun 2024 tentang Informasi dan Transaksi Elektronik pada Pasal 28 ayat (2), 28 ayat (3), Pasal 45A ayat (2), dan Pasal 45A ayat (3) serta Undang-Undang KUHP pasal 160, 170, dan 187","Undang-Undang Nomor 1 Tahun 2024 tentang Perubahan Kedua Atas Undang-Undang Nomor 11 Tahun 2008 tentang Informasi dan Transaksi Elektronik pada Pasal 28 ayat (3) dan Pasal 45A ayat (3), Pasal 28 ayat (2) dan Pasal 45A ayat (2)","Munculnya akun dan/atau konten provokatif seperti ajakan untuk melakukan demo di tempat vital berpotensi menyebabkan meningkatkan persebaran manipulasi dan disinformasi, menimbulkan kegaduhan di publik, ruang menciptakan polarisasi sosial, meningkatkan ketegangan sosial yang berdampak pada gangguan keamanan dan ketertiban masyarakat serta mengganggu stabilitas dan integrasi nasional.
",Sudah Verifikasi,Tanggal 7 September 2025,,Sheet 1,7.546887028034506e+18,7546887028034506002,videos/7546887028034506002.mp4,True
