url,date,auth_used,tanggal,kategori,platform,analisis_pelanggaran,dasar_hukum,analisis_dampak,verifikasi,keterangan,screen_capture,source_sheet,name file,id,video_path,exist
https://www.tiktok.com/@syamsulfikryreal/video/7140214281752055066,7 September 2025,False,2025-09-07,Ujaran Kebencian,TikTok,Akun tersebut membuat unggahan berupa ajakan atau provokasi.,"Kitab Undang-Undang Hukum Pidana (KUHP) 1) Pasal 160 KUHP Dijelaskan mengenai perbuatan seseorang yang menghasut untuk melakukan tindak pidana, yaitu: ""Barang siapa dengan sengaja menggerakkan orang lain untuk melakukan perbuatan pidana, dihukum dengan pidana penjara paling lama enam tahun.""",Ajakan ini dapat memicu tindakan kekerasan dan perusakan fasilitas. Konten provokasi dapat memicu kericuhan di ruang publik.,,,,Sheet 2,7.140214281752055e+18,7140214281752055066,videos/7140214281752055066.mp4,True
https://www.tiktok.com/@lsmkhabertana0/video/7546767973269163320,7 September 2025,False,2025-09-07,Ujaran Kebencian,TikTok,Akun tersebut membuat unggahan berupa ajakan atau provokasi.,"Kitab Undang-Undang Hukum Pidana (KUHP) 1) Pasal 160 KUHP Dijelaskan mengenai perbuatan seseorang yang menghasut untuk melakukan tindak pidana, yaitu: ""Barang siapa dengan sengaja menggerakkan orang lain untuk melakukan perbuatan pidana, dihukum dengan pidana penjara paling lama enam tahun.""",Ajakan ini dapat memicu tindakan kekerasan dan perusakan fasilitas. Konten provokasi dapat memicu kericuhan di ruang publik.,,,,Sheet 2,7.546767973269163e+18,7546767973269163320,videos/7546767973269163320.mp4,True
https://www.tiktok.com/@suara_keadilan.2/video/7546944868086451512,7 September 2025,False,2025-09-07,Ujaran Kebencian,TikTok,Akun tersebut membuat unggahan berupa ajakan atau provokasi.,"Kitab Undang-Undang Hukum Pidana (KUHP) 1) Pasal 160 KUHP Dijelaskan mengenai perbuatan seseorang yang menghasut untuk melakukan tindak pidana, yaitu: ""Barang siapa dengan sengaja menggerakkan orang lain untuk melakukan perbuatan pidana, dihukum dengan pidana penjara paling lama enam tahun.""",Ajakan ini dapat memicu tindakan kekerasan dan perusakan fasilitas. Konten provokasi dapat memicu kericuhan di ruang publik.,,,,Sheet 2,7.546944868086451e+18,7546944868086451512,videos/7546944868086451512.mp4,True
https://www.tiktok.com/@repi.mtd/video/7546890891219291399,7 September 2025,False,2025-09-07,Ujaran Kebencian,TikTok,Akun tersebut membuat unggahan berupa ajakan atau provokasi.,"Kitab Undang-Undang Hukum Pidana (KUHP) 1) Pasal 160 KUHP Dijelaskan mengenai perbuatan seseorang yang menghasut untuk melakukan tindak pidana, yaitu: ""Barang siapa dengan sengaja menggerakkan orang lain untuk melakukan perbuatan pidana, dihukum dengan pidana penjara paling lama enam tahun.""",Ajakan ini dapat memicu tindakan kekerasan dan perusakan fasilitas. Konten provokasi dapat memicu kericuhan di ruang publik.,,,,Sheet 2,7.546890891219291e+18,7546890891219291399,videos/7546890891219291399.mp4,True
https://www.tiktok.com/@udagojek/video/7467964865714375944,7 September 2025,False,2025-09-07,Ujaran Kebencian,TikTok,Akun tersebut membuat unggahan berupa ajakan atau provokasi.,"Kitab Undang-Undang Hukum Pidana (KUHP) 1) Pasal 160 KUHP Dijelaskan mengenai perbuatan seseorang yang menghasut untuk melakukan tindak pidana, yaitu: ""Barang siapa dengan sengaja menggerakkan orang lain untuk melakukan perbuatan pidana, dihukum dengan pidana penjara paling lama enam tahun.""",Ajakan ini dapat memicu tindakan kekerasan dan perusakan fasilitas. Konten provokasi dapat memicu kericuhan di ruang publik.,Sudah Verifikasi,,,Sheet 2,7.467964865714376e+18,7467964865714375944,videos/7467964865714375944.mp4,True
https://x.com/AndovidaLopez/status/1962741624959836437,7 September 2025,False,2025-09-07,Ujaran Kebencian,Twitter/X,Akun tersebut membuat unggahan memicu kekerasan dan kerusuhan di kalangan masyarakat.,"Kitab Undang-Undang Hukum Pidana (KUHP) 1) Pasal 160 KUHP Dijelaskan mengenai perbuatan seseorang yang menghasut untuk melakukan tindak pidana, yaitu: ""Barang siapa dengan sengaja menggerakkan orang lain untuk melakukan perbuatan pidana, dihukum dengan pidana penjara paling lama enam tahun.""",Ajakan ini dapat memicu tindakan kekerasan dan perusakan fasilitas. Konten ajakan melakukan penjarahan juga dapat memicu kericuhan di ruang publik.,Sudah Verifikasi,Tokoh terkenal,,Sheet 2,1.9627414660502405e+18,1962741466050240512,videos/1962741466050240512.mp4,True
https://www.facebook.com/reel/1444190783516910,7 September 2025,False,2025-09-07,Ujaran Kebencian,Facebook,Akun tersebut membuat unggahan memicu kekerasan dan kerusuhan di kalangan masyarakat.,"Kitab Undang-Undang Hukum Pidana (KUHP) 1) Pasal 160 KUHP Dijelaskan mengenai perbuatan seseorang yang menghasut untuk melakukan tindak pidana, yaitu: ""Barang siapa dengan sengaja menggerakkan orang lain untuk melakukan perbuatan pidana, dihukum dengan pidana penjara paling lama enam tahun.""",Ajakan ini dapat memicu tindakan kekerasan dan perusakan fasilitas. Konten ajakan melakukan penjarahan juga dapat memicu kericuhan di ruang publik.,Sudah Verifikasi,Media,,Sheet 2,1444190783516910.0,1444190783516910,videos/1444190783516910.mp4,True
https://www.tiktok.com/@aheykan/video/7544964195087846664?q=17%2B8&t=1756954684357,7 September 2025,False,2025-09-07,Ujaran Kebencian,TikTok,Akun tersebut membuat unggahan memicu kekerasan dan kerusuhan di kalangan masyarakat.,"Kitab Undang-Undang Hukum Pidana (KUHP) 1) Pasal 160 KUHP Dijelaskan mengenai perbuatan seseorang yang menghasut untuk melakukan tindak pidana, yaitu: ""Barang siapa dengan sengaja menggerakkan orang lain untuk melakukan perbuatan pidana, dihukum dengan pidana penjara paling lama enam tahun.""",Ajakan ini dapat memicu tindakan kekerasan dan perusakan fasilitas. Konten ajakan melakukan penjarahan juga dapat memicu kericuhan di ruang publik.,Sudah Verifikasi,,,Sheet 2,7.544964195087846e+18,7544964195087846664,videos/7544964195087846664.mp4,True
https://www.tiktok.com/@__han.bi/video/7545284024470686996,7 September 2025,False,2025-09-07,Ujaran Kebencian,TikTok,Akun tersebut membuat unggahan memicu kekerasan dan kerusuhan di kalangan masyarakat.,"Kitab Undang-Undang Hukum Pidana (KUHP) 1) Pasal 160 KUHP Dijelaskan mengenai perbuatan seseorang yang menghasut untuk melakukan tindak pidana, yaitu: ""Barang siapa dengan sengaja menggerakkan orang lain untuk melakukan perbuatan pidana, dihukum dengan pidana penjara paling lama enam tahun.""",Ajakan ini dapat memicu tindakan kekerasan dan perusakan fasilitas. Konten ajakan melakukan penjarahan juga dapat memicu kericuhan di ruang publik.,Sudah Verifikasi,,,Sheet 2,7.545284024470687e+18,7545284024470686996,videos/7545284024470686996.mp4,True
https://www.tiktok.com/@raffimulyaa/video/7545757134328286520,7 September 2025,False,2025-09-07,Ujaran Kebencian,TikTok,Akun tersebut membuat unggahan memicu kekerasan dan kerusuhan di kalangan masyarakat.,"Kitab Undang-Undang Hukum Pidana (KUHP) 1) Pasal 160 KUHP Dijelaskan mengenai perbuatan seseorang yang menghasut untuk melakukan tindak pidana, yaitu: ""Barang siapa dengan sengaja menggerakkan orang lain untuk melakukan perbuatan pidana, dihukum dengan pidana penjara paling lama enam tahun.""",Ajakan ini dapat memicu tindakan kekerasan dan perusakan fasilitas. Konten ajakan melakukan penjarahan juga dapat memicu kericuhan di ruang publik.,Sudah Verifikasi,,,Sheet 2,7.545757134328286e+18,7545757134328286520,videos/7545757134328286520.mp4,True
https://www.tiktok.com/@rizki.nadh/video/7545773882318310661,7 September 2025,False,2025-09-07,Ujaran Kebencian,TikTok,Akun tersebut membuat unggahan memicu kekerasan dan kerusuhan di kalangan masyarakat.,"Kitab Undang-Undang Hukum Pidana (KUHP) 1) Pasal 160 KUHP Dijelaskan mengenai perbuatan seseorang yang menghasut untuk melakukan tindak pidana, yaitu: ""Barang siapa dengan sengaja menggerakkan orang lain untuk melakukan perbuatan pidana, dihukum dengan pidana penjara paling lama enam tahun.""",Ajakan ini dapat memicu tindakan kekerasan dan perusakan fasilitas. Konten ajakan melakukan penjarahan juga dapat memicu kericuhan di ruang publik.,Sudah Verifikasi,,,Sheet 2,7.54577388231831e+18,7545773882318310661,videos/7545773882318310661.mp4,True
https://www.tiktok.com/@powerbenjerz/video/7546049102593740039,7 September 2025,False,2025-09-07,Ujaran Kebencian,TikTok,Akun tersebut membuat unggahan memicu kekerasan dan kerusuhan di kalangan masyarakat.,"Kitab Undang-Undang Hukum Pidana (KUHP) 1) Pasal 160 KUHP Dijelaskan mengenai perbuatan seseorang yang menghasut untuk melakukan tindak pidana, yaitu: ""Barang siapa dengan sengaja menggerakkan orang lain untuk melakukan perbuatan pidana, dihukum dengan pidana penjara paling lama enam tahun.""",Ajakan ini dapat memicu tindakan kekerasan dan perusakan fasilitas. Konten ajakan melakukan penjarahan juga dapat memicu kericuhan di ruang publik.,Sudah Verifikasi,,,Sheet 2,7.54604910259374e+18,7546049102593740039,videos/7546049102593740039.mp4,True
https://www.tiktok.com/@saveandovi/video/7545801910750629127,7 September 2025,False,2025-09-07,Ujaran Kebencian,TikTok,Akun tersebut membuat unggahan memicu kekerasan dan kerusuhan di kalangan masyarakat.,"Kitab Undang-Undang Hukum Pidana (KUHP) 1) Pasal 160 KUHP Dijelaskan mengenai perbuatan seseorang yang menghasut untuk melakukan tindak pidana, yaitu: ""Barang siapa dengan sengaja menggerakkan orang lain untuk melakukan perbuatan pidana, dihukum dengan pidana penjara paling lama enam tahun.""",Ajakan ini dapat memicu tindakan kekerasan dan perusakan fasilitas. Konten ajakan melakukan penjarahan juga dapat memicu kericuhan di ruang publik.,Sudah Verifikasi,Tokoh Terkenal,,Sheet 2,7.545801910750629e+18,7545801910750629127,videos/7545801910750629127.mp4,True
https://www.instagram.com/reel/DOLejLZkbVx/?igsh=MTgxeTRrMTZuNzJsZw%3D%3D,7 September 2025,True,2025-09-07,Ujaran Kebencian,Instagram,Akun tersebut membuat unggahan memicu kekerasan dan kerusuhan di kalangan masyarakat.,"Kitab Undang-Undang Hukum Pidana (KUHP) 1) Pasal 160 KUHP Dijelaskan mengenai perbuatan seseorang yang menghasut untuk melakukan tindak pidana, yaitu: ""Barang siapa dengan sengaja menggerakkan orang lain untuk melakukan perbuatan pidana, dihukum dengan pidana penjara paling lama enam tahun.""",Ajakan ini dapat memicu tindakan kekerasan dan perusakan fasilitas. Konten ajakan melakukan penjarahan juga dapat memicu kericuhan di ruang publik.,Sudah Verifikasi,,,Sheet 2,,DOLejLZkbVx,videos/DOLejLZkbVx.mp4,True
https://x.com/barengwarga/status/1961806345000370182,7 September 2025,False,2025-09-07,Ujaran Kebencian,Twitter/X,Akun tersebut membuat unggahan memicu kekerasan dan kerusuhan di kalangan masyarakat.,"Kitab Undang-Undang Hukum Pidana (KUHP) 1) Pasal 160 KUHP Dijelaskan mengenai perbuatan seseorang yang menghasut untuk melakukan tindak pidana, yaitu: ""Barang siapa dengan sengaja menggerakkan orang lain untuk melakukan perbuatan pidana, dihukum dengan pidana penjara paling lama enam tahun.""",Ajakan ini dapat memicu tindakan kekerasan dan perusakan fasilitas. Konten ajakan melakukan penjarahan juga dapat memicu kericuhan di ruang publik.,Sudah Verifikasi,,,Sheet 2,1.9618062235668767e+18,1961806223566876672,videos/1961806223566876672.mp4,True
https://www.instagram.com/p/DON40WUAa04/,7 September 2025,True,2025-09-07,Ujaran Kebencian,Instagram,Akun tersebut membuat unggahan memicu kekerasan dan kerusuhan di kalangan masyarakat.,"Kitab Undang-Undang Hukum Pidana (KUHP) 1) Pasal 160 KUHP Dijelaskan mengenai perbuatan seseorang yang menghasut untuk melakukan tindak pidana, yaitu: ""Barang siapa dengan sengaja menggerakkan orang lain untuk melakukan perbuatan pidana, dihukum dengan pidana penjara paling lama enam tahun.""",Ajakan ini dapat memicu tindakan kekerasan dan perusakan fasilitas. Konten ajakan melakukan penjarahan juga dapat memicu kericuhan di ruang publik.,Sudah Verifikasi,,,Sheet 2,,DON40WUAa04,videos/DON40WUAa04.mp4,True
https://www.youtube.com/shorts/ButXpgtFJ1U,7 September 2025,False,2025-09-07,Ujaran Kebencian,YouTube,Akun tersebut membuat unggahan memicu kekerasan dan kerusuhan di kalangan masyarakat.,"Kitab Undang-Undang Hukum Pidana (KUHP) 1) Pasal 160 KUHP Dijelaskan mengenai perbuatan seseorang yang menghasut untuk melakukan tindak pidana, yaitu: ""Barang siapa dengan sengaja menggerakkan orang lain untuk melakukan perbuatan pidana, dihukum dengan pidana penjara paling lama enam tahun.""",Ajakan ini dapat memicu tindakan kekerasan dan perusakan fasilitas. Konten ajakan melakukan penjarahan juga dapat memicu kericuhan di ruang publik.,Sudah Verifikasi,,,Sheet 2,,ButXpgtFJ1U,videos/ButXpgtFJ1U.webm,True
https://www.youtube.com/shorts/c8d3HcCMrLI,7 September 2025,False,2025-09-07,Ujaran Kebencian,YouTube,Akun tersebut membuat unggahan memicu kekerasan dan kerusuhan di kalangan masyarakat.,"Kitab Undang-Undang Hukum Pidana (KUHP) 1) Pasal 160 KUHP Dijelaskan mengenai perbuatan seseorang yang menghasut untuk melakukan tindak pidana, yaitu: ""Barang siapa dengan sengaja menggerakkan orang lain untuk melakukan perbuatan pidana, dihukum dengan pidana penjara paling lama enam tahun.""",Ajakan ini dapat memicu tindakan kekerasan dan perusakan fasilitas. Konten ajakan melakukan penjarahan juga dapat memicu kericuhan di ruang publik.,Sudah Verifikasi,,,Sheet 2,,c8d3HcCMrLI,videos/c8d3HcCMrLI.webm,True
